rank,name,stars,forks,language,description,url,clone_url,created_at,updated_at
151,airbnb/storm,1656,198,Java,A popular Java client for reactor,https://github.com/airbnb/storm,https://github.com/airbnb/storm.git,2020-08-16T22:56:09.356266Z,2025-01-24T22:56:09.356269Z
152,amazon/web-java,1653,138,Java,A popular Java server for cloud,https://github.com/amazon/web-java,https://github.com/amazon/web-java.git,2018-07-04T22:56:09.360239Z,2025-05-06T22:56:09.360241Z
153,alibaba/tool-boot,1635,347,Java,A popular Java utils for akka,https://github.com/alibaba/tool-boot,https://github.com/alibaba/tool-boot.git,2012-01-09T22:56:09.336653Z,2025-09-09T22:56:09.336656Z
154,gitlab/elasticsearch,1627,120,Java,A popular Java server for httpclient,https://github.com/gitlab/elasticsearch,https://github.com/gitlab/elasticsearch.git,2024-07-30T22:56:09.343351Z,2025-04-04T22:56:09.343353Z
155,dropbox/hadoop-next,1619,182,Java,A popular Java client for data,https://github.com/dropbox/hadoop-next,https://github.com/dropbox/hadoop-next.git,2013-11-03T22:56:09.345311Z,2025-09-08T22:56:09.345312Z
156,twitter/tool-hadoop,1614,167,Java,A popular Java plugin for data,https://github.com/twitter/tool-hadoop,https://github.com/twitter/tool-hadoop.git,2015-10-13T22:56:09.352347Z,2024-09-26T22:56:09.352350Z
157,facebook/hadoop,1586,628,Java,A popular Java server for hbase,https://github.com/facebook/hadoop,https://github.com/facebook/hadoop.git,2014-03-28T22:56:09.348511Z,2025-08-31T22:56:09.348514Z
158,baidu/common-flink-server,1586,495,Java,A popular Java extension for redis,https://github.com/baidu/common-flink-server,https://github.com/baidu/common-flink-server.git,2018-05-20T22:56:09.351523Z,2025-06-18T22:56:09.351527Z
159,github/lucene,1582,475,Java,A popular Java extension for spring,https://github.com/github/lucene,https://github.com/github/lucene.git,2023-07-04T22:56:09.352635Z,2025-07-01T22:56:09.352638Z
160,baidu/library-httpclient,1577,530,Java,A popular Java plugin for storm,https://github.com/baidu/library-httpclient,https://github.com/baidu/library-httpclient.git,2022-03-23T22:56:09.357264Z,2025-04-06T22:56:09.357268Z
161,netflix/okhttp,1556,470,Java,A popular Java shared for lucene,https://github.com/netflix/okhttp,https://github.com/netflix/okhttp.git,2018-02-08T22:56:09.339394Z,2024-12-15T22:56:09.339396Z
162,amazon/rxjava-2,1525,107,Java,A popular Java api for jetty,https://github.com/amazon/rxjava-2,https://github.com/amazon/rxjava-2.git,2021-01-02T22:56:09.314468Z,2025-01-07T22:56:09.314471Z
163,baidu/microservice,1513,419,Java,A popular Java extension for tomcat,https://github.com/baidu/microservice,https://github.com/baidu/microservice.git,2012-08-01T22:56:09.351215Z,2025-07-05T22:56:09.351219Z
164,linkedin/flink,1509,398,Java,A popular Java common for web,https://github.com/linkedin/flink,https://github.com/linkedin/flink.git,2012-08-30T22:56:09.348728Z,2024-10-11T22:56:09.348731Z
165,apache/core-okhttp,1509,575,Java,A popular Java extension for rest,https://github.com/apache/core-okhttp,https://github.com/apache/core-okhttp.git,2023-01-15T22:56:09.318750Z,2025-07-11T22:56:09.318753Z
166,maven/commons,1492,211,Java,A popular Java service for okhttp,https://github.com/maven/commons,https://github.com/maven/commons.git,2016-02-14T22:56:09.319055Z,2025-07-09T22:56:09.319058Z
167,amazon/elasticsearch,1490,168,Java,A popular Java common for lucene,https://github.com/amazon/elasticsearch,https://github.com/amazon/elasticsearch.git,2023-10-10T22:56:09.335883Z,2024-11-25T22:56:09.335886Z
168,maven/retrofit,1482,288,Java,A popular Java service for guava,https://github.com/maven/retrofit,https://github.com/maven/retrofit.git,2020-02-16T22:56:09.323767Z,2025-05-01T22:56:09.323770Z
169,atlassian/guava,1466,516,Java,A popular Java utils for redis,https://github.com/atlassian/guava,https://github.com/atlassian/guava.git,2010-11-17T22:56:09.358195Z,2025-01-21T22:56:09.358201Z
170,ibm/common-api,1462,131,Java,A popular Java core for data,https://github.com/ibm/common-api,https://github.com/ibm/common-api.git,2019-04-21T22:56:09.313968Z,2025-06-20T22:56:09.313971Z
171,ibm/tool-reactor-client,1461,444,Java,A popular Java tool for web,https://github.com/ibm/tool-reactor-client,https://github.com/ibm/tool-reactor-client.git,2017-11-16T22:56:09.341914Z,2025-09-06T22:56:09.341917Z
172,oracle/okhttp,1454,81,Java,A popular Java client for commons,https://github.com/oracle/okhttp,https://github.com/oracle/okhttp.git,2012-08-10T22:56:09.339545Z,2025-05-20T22:56:09.339548Z
173,linkedin/api,1448,108,Java,A popular Java core for kafka,https://github.com/linkedin/api,https://github.com/linkedin/api.git,2016-02-09T22:56:09.317239Z,2025-03-13T22:56:09.317242Z
174,eclipse/cloud,1444,360,Java,A popular Java shared for api,https://github.com/eclipse/cloud,https://github.com/eclipse/cloud.git,2022-11-21T22:56:09.335326Z,2025-04-16T22:56:09.335329Z
175,atlassian/rest,1440,294,Java,A popular Java library for gson,https://github.com/atlassian/rest,https://github.com/atlassian/rest.git,2017-01-11T22:56:09.353616Z,2025-08-10T22:56:09.353619Z
176,ibm/extension-okhttp,1437,281,Java,A popular Java extension for httpclient,https://github.com/ibm/extension-okhttp,https://github.com/ibm/extension-okhttp.git,2018-10-15T22:56:09.352061Z,2024-10-31T22:56:09.352064Z
177,atlassian/kafka,1436,270,Java,A popular Java library for jetty,https://github.com/atlassian/kafka,https://github.com/atlassian/kafka.git,2019-08-22T22:56:09.315688Z,2025-02-16T22:56:09.315691Z
178,sonar/tool-guava,1431,306,Java,A popular Java server for retrofit,https://github.com/sonar/tool-guava,https://github.com/sonar/tool-guava.git,2017-05-08T22:56:09.328917Z,2024-11-23T22:56:09.328920Z
179,github/spark,1430,342,Java,A popular Java extension for cloud,https://github.com/github/spark,https://github.com/github/spark.git,2024-03-02T22:56:09.316124Z,2024-12-15T22:56:09.316127Z
180,facebook/cloud-client,1417,255,Java,A popular Java utils for elasticsearch,https://github.com/facebook/cloud-client,https://github.com/facebook/cloud-client.git,2015-03-09T22:56:09.341537Z,2024-10-28T22:56:09.341539Z
181,apache/spark,1409,198,Java,A popular Java framework for retrofit,https://github.com/apache/spark,https://github.com/apache/spark.git,2015-10-13T22:56:09.316182Z,2025-09-06T22:56:09.316185Z
182,ibm/microservice,1391,205,Java,A popular Java base for jetty,https://github.com/ibm/microservice,https://github.com/ibm/microservice.git,2020-07-09T22:56:09.320093Z,2024-12-30T22:56:09.320097Z
183,maven/commons,1387,312,Java,A popular Java extension for security,https://github.com/maven/commons,https://github.com/maven/commons.git,2018-06-08T22:56:09.311084Z,2024-10-18T22:56:09.311088Z
184,eclipse/hadoop-next,1385,74,Java,A popular Java framework for cloud,https://github.com/eclipse/hadoop-next,https://github.com/eclipse/hadoop-next.git,2015-10-25T22:56:09.328399Z,2024-11-30T22:56:09.328402Z
185,facebook/client-commons,1376,492,Java,A popular Java shared for redis,https://github.com/facebook/client-commons,https://github.com/facebook/client-commons.git,2011-05-17T22:56:09.353396Z,2025-03-17T22:56:09.353399Z
186,twitter/core-jetty,1361,304,Java,A popular Java library for web,https://github.com/twitter/core-jetty,https://github.com/twitter/core-jetty.git,2021-09-20T22:56:09.341964Z,2025-02-20T22:56:09.341967Z
187,twitter/okhttp-core,1357,311,Java,A popular Java extension for boot,https://github.com/twitter/okhttp-core,https://github.com/twitter/okhttp-core.git,2020-10-17T22:56:09.351578Z,2025-09-16T22:56:09.351582Z
188,redhat/reactor,1352,156,Java,A popular Java plugin for retrofit,https://github.com/redhat/reactor,https://github.com/redhat/reactor.git,2017-05-12T22:56:09.355057Z,2025-07-27T22:56:09.355060Z
189,baidu/flink-next,1328,191,Java,A popular Java shared for api,https://github.com/baidu/flink-next,https://github.com/baidu/flink-next.git,2018-10-16T22:56:09.343591Z,2025-05-30T22:56:09.343593Z
190,sonar/spark,1281,195,Java,A popular Java common for rest,https://github.com/sonar/spark,https://github.com/sonar/spark.git,2022-07-24T22:56:09.359921Z,2025-05-06T22:56:09.359922Z
191,gitlab/mongodb,1272,232,Java,A popular Java extension for commons,https://github.com/gitlab/mongodb,https://github.com/gitlab/mongodb.git,2017-08-24T22:56:09.334427Z,2025-07-31T22:56:09.334431Z
192,gitlab/extension-kafka,1266,336,Java,A popular Java extension for httpclient,https://github.com/gitlab/extension-kafka,https://github.com/gitlab/extension-kafka.git,2019-05-28T22:56:09.316577Z,2025-07-24T22:56:09.316580Z
193,oracle/commons,1244,134,Java,A popular Java framework for mongodb,https://github.com/oracle/commons,https://github.com/oracle/commons.git,2017-12-06T22:56:09.332920Z,2025-08-23T22:56:09.332926Z
194,oracle/rxjava-spring,1241,326,Java,A popular Java core for akka,https://github.com/oracle/rxjava-spring,https://github.com/oracle/rxjava-spring.git,2022-05-30T22:56:09.333205Z,2025-06-16T22:56:09.333209Z
195,gitlab/mongodb,1234,366,Java,A popular Java server for netty,https://github.com/gitlab/mongodb,https://github.com/gitlab/mongodb.git,2017-10-18T22:56:09.321617Z,2025-05-12T22:56:09.321620Z
196,jetbrains/microservice,1230,416,Java,A popular Java shared for boot,https://github.com/jetbrains/microservice,https://github.com/jetbrains/microservice.git,2018-09-11T22:56:09.322377Z,2025-04-04T22:56:09.322380Z
197,spotify/api-spring,1230,329,Java,A popular Java base for hadoop,https://github.com/spotify/api-spring,https://github.com/spotify/api-spring.git,2019-08-21T22:56:09.317942Z,2024-09-26T22:56:09.317946Z
198,netflix/shared-reactor,1227,399,Java,A popular Java extension for rxjava,https://github.com/netflix/shared-reactor,https://github.com/netflix/shared-reactor.git,2012-03-20T22:56:09.345174Z,2025-01-03T22:56:09.345176Z
199,dropbox/security,1206,287,Java,A popular Java extension for akka,https://github.com/dropbox/security,https://github.com/dropbox/security.git,2019-12-14T22:56:09.312235Z,2025-04-16T22:56:09.312239Z
200,spring/rxjava,1200,293,Java,A popular Java framework for commons,https://github.com/spring/rxjava,https://github.com/spring/rxjava.git,2019-11-19T22:56:09.327734Z,2025-07-24T22:56:09.327736Z
201,gitlab/kafka,1185,313,Java,A popular Java common for spark,https://github.com/gitlab/kafka,https://github.com/gitlab/kafka.git,2022-02-14T22:56:09.340610Z,2024-10-13T22:56:09.340613Z
202,tencent/commons,1182,335,Java,A popular Java base for mongodb,https://github.com/tencent/commons,https://github.com/tencent/commons.git,2019-02-22T22:56:09.360010Z,2025-06-20T22:56:09.360012Z
203,oracle/rest,1180,312,Java,A popular Java plugin for netty,https://github.com/oracle/rest,https://github.com/oracle/rest.git,2024-05-24T22:56:09.320847Z,2025-08-15T22:56:09.320850Z
204,airbnb/elasticsearch,1179,159,Java,A popular Java client for tomcat,https://github.com/airbnb/elasticsearch,https://github.com/airbnb/elasticsearch.git,2010-12-16T22:56:09.322207Z,2025-04-26T22:56:09.322210Z
205,github/redis-core,1172,158,Java,A popular Java extension for commons,https://github.com/github/redis-core,https://github.com/github/redis-core.git,2012-01-19T22:56:09.331145Z,2024-10-16T22:56:09.331150Z
206,apache/storm,1170,164,Java,A popular Java api for cloud,https://github.com/apache/storm,https://github.com/apache/storm.git,2019-04-03T22:56:09.354289Z,2025-06-11T22:56:09.354292Z
207,microsoft/gson,1166,459,Java,A popular Java common for commons,https://github.com/microsoft/gson,https://github.com/microsoft/gson.git,2014-11-06T22:56:09.345046Z,2025-04-18T22:56:09.345048Z
208,gitlab/base-web,1164,392,Java,A popular Java service for kafka,https://github.com/gitlab/base-web,https://github.com/gitlab/base-web.git,2016-09-04T22:56:09.350986Z,2025-01-18T22:56:09.350989Z
209,eclipse/commons,1163,303,Java,A popular Java common for cassandra,https://github.com/eclipse/commons,https://github.com/eclipse/commons.git,2022-10-23T22:56:09.330713Z,2025-08-09T22:56:09.330715Z
210,twitter/utils-api,1158,235,Java,A popular Java library for akka,https://github.com/twitter/utils-api,https://github.com/twitter/utils-api.git,2020-01-25T22:56:09.343566Z,2024-12-04T22:56:09.343568Z
211,tencent/tool-web,1156,92,Java,A popular Java client for web,https://github.com/tencent/tool-web,https://github.com/tencent/tool-web.git,2021-12-12T22:56:09.352399Z,2025-05-04T22:56:09.352402Z
212,google/service-data-2,1148,437,Java,A popular Java core for tomcat,https://github.com/google/service-data-2,https://github.com/google/service-data-2.git,2016-01-08T22:56:09.339773Z,2025-04-26T22:56:09.339777Z
213,dropbox/server-spring,1148,192,Java,A popular Java extension for jackson,https://github.com/dropbox/server-spring,https://github.com/dropbox/server-spring.git,2023-11-19T22:56:09.349948Z,2025-05-03T22:56:09.349952Z
214,eclipse/core-cassandra,1138,381,Java,A popular Java utils for reactor,https://github.com/eclipse/core-cassandra,https://github.com/eclipse/core-cassandra.git,2023-09-18T22:56:09.322429Z,2025-07-21T22:56:09.322432Z
215,uber/framework-microservice-server,1130,205,Java,A popular Java tool for httpclient,https://github.com/uber/framework-microservice-server,https://github.com/uber/framework-microservice-server.git,2016-09-06T22:56:09.322542Z,2025-01-30T22:56:09.322545Z
216,linkedin/guava,1129,203,Java,A popular Java service for spark,https://github.com/linkedin/guava,https://github.com/linkedin/guava.git,2019-05-20T22:56:09.330249Z,2025-08-18T22:56:09.330253Z
217,spring/jackson-client,1128,271,Java,A popular Java utils for elasticsearch,https://github.com/spring/jackson-client,https://github.com/spring/jackson-client.git,2012-03-07T22:56:09.343258Z,2025-01-17T22:56:09.343260Z
218,eclipse/okhttp-spring,1126,186,Java,A popular Java base for data,https://github.com/eclipse/okhttp-spring,https://github.com/eclipse/okhttp-spring.git,2020-02-28T22:56:09.325742Z,2025-07-15T22:56:09.325745Z
219,apache/redis,1107,424,Java,A popular Java server for okhttp,https://github.com/apache/redis,https://github.com/apache/redis.git,2020-07-10T22:56:09.357828Z,2024-09-19T22:56:09.357831Z
220,eclipse/rest,1097,228,Java,A popular Java shared for zookeeper,https://github.com/eclipse/rest,https://github.com/eclipse/rest.git,2016-01-23T22:56:09.340913Z,2025-08-14T22:56:09.340916Z
221,ibm/framework-boot-client,1069,288,Java,A popular Java api for redis,https://github.com/ibm/framework-boot-client,https://github.com/ibm/framework-boot-client.git,2010-11-25T22:56:09.345149Z,2024-11-14T22:56:09.345151Z
222,spring/shared-reactor-java,1057,353,Java,A popular Java tool for boot,https://github.com/spring/shared-reactor-java,https://github.com/spring/shared-reactor-java.git,2015-07-25T22:56:09.342325Z,2024-11-30T22:56:09.342328Z
